e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,ff49bc38-0615-52ed-8ae7-19d363116dee,1,GURAR OLD PRY
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,325c72e1-d8b0-569c-b586-12b60a4509dd,2,KARIBUKE CENTRE
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,b46df7ad-6660-5c7d-ac68-34aa3740ca51,3,GURAR PRY SCH
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,9eb39380-e8de-5f87-bd53-375ce39f2169,4,BAMBA DAM
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,cb85a203-534c-5675-b10b-9cf6594e2057,5,GARIKILO PRY
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,221690a2-6e9a-5763-b87d-cb2cbdb4da80,6,SAKE GAMADHA
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,5e959417-4fb2-590f-bae1-7ae5aa535637,7,GARSE SARE VILLAGE
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,26ddd19c-c668-505d-b00c-6a86d1608e1c,8,QARSA ABULLA
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,860b532e-fed7-52ff-8e33-efd8e49ef35d,9,BILATU AMIN
e99caacd-6c45-5906-bd9f-b79e62f25963,8,WAJIR,e5aa191e-74be-58b4-8656-936cb1f6a835,33,WAJIR NORTH,f0023470-987c-5f24-9fef-69f899d2b789,161,GURAR,cc19f0f8-8ba1-569b-bdb1-6d0e7c64f95e,69,DARANLE PRIMARY SCHOOL
