db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,de86e50c-398d-569f-a629-52cdeb3b2b07,1,KITITHINI PR.SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,19fca7bf-f18d-5323-ae70-3f6dc09135b8,2,KANGO PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,468a4537-d0dc-5af6-b0d7-50e73b7d0e28,3,KIATINENI PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,5b3c9536-3b0e-5762-9092-fae6e7465c7e,4,KYAMITHENGE PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,5a852ad7-03f2-535a-9aac-95f8e945cb8a,5,KYANGUSWI PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,ad4b5fc3-5fea-51ee-8445-303ef8929531,6,TULIMANI PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,a79af22e-3155-50ac-b8e6-5f1c251ddc3b,7,KAKIMA PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,9f861593-49c3-5b21-9563-30b8adbb3aed,8,KAKIMA COMPLEX
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,720d790a-2268-5d46-bf32-9a8a24bb5dd0,9,WANZAUNI PR. SCH
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,190e4f56-38a9-5dc8-906b-cf95eb95eb9c,10,IVUVUKA PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,14fd455e-46b7-5c42-8f19-e0c86d600319,11,MUUMONI PR.SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,3ee8d4af-be99-5f18-bd01-73f8277e2455,12,WAMBULI PR.SCH
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,37fb4dbd-bdb5-5307-80d0-83ee9fbad3c4,13,ITETANI PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,95467951-ea43-55de-8363-2b297c2f0a9d,14,NTHANGATHINI PR. SCH.
db680066-c83d-5ed7-89a4-1d79466ea62d,17,MAKUENI,4529ce37-92bb-5716-ae11-bb613391fcb8,83,MBOONI,14999ee3-ce77-506c-a954-94c47dc552c1,411,TULIMANI,2180424c-5717-53b7-be08-9372bba0f7ae,15,KINYUANI PR. SCH
